文章日期,文章标题,文章链接,文章简介,文章作者,文章封面,原文链接,是否原创,文章位置,是否付费,文章发布国家,文章发布省份,阅读数,在看数,点赞数,留言数
2022-03-21,3月20日深圳在隔离观察的密接者中发现30例，在重点区域、重点人群和社区筛查中发现14例新增病例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652154018&idx=1&sn=672efefa6ca3bce99fbccccc99ab4daa&chksm=8c4d9fd5bb3a16c32fe4ecc53c776cf8432828aa40115a676b95c67278b011f303ec23c86de1&scene=27#wechat_redirect,大吉大利，，疫情散去,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWVXzUtvkYl0A0ib8Nd1SC03YKwicpbQjh3xxUiccGezh9ASBr8NX1AQmjA/0?wx_fmt=jpeg,,否,1,否,,,100001,2834,7357,0
2022-03-20,8个通告！事关坐车、结婚、办证、机场、口岸、动物园、行拘,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652154001&idx=1&sn=f5619b1709b635a506bed80c3aea3c32&chksm=8c4d9fe6bb3a16f0f5d9f7e872aa4bf57da468f752d8966c8590a0553f31267e192bd93d2084&scene=27#wechat_redirect,打工人，别迟到！,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWib7SbcPXvjZtT6kjxJwQBJDvWXdicSIibjdx5Fqs5WovoGArUodJlNqQQ/0?wx_fmt=jpeg,,否,1,否,,,100001,1959,4982,0
2022-03-20,福田人明天能出门上班吗？看完3个问答终于懂了,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153990&idx=2&sn=44f4fb2f3dc3aefcc2a01e1166d8422f&chksm=8c4d9ff1bb3a16e7e3aaa792d17cb251665a92add3d98799db2c184c558ae53c6b36089bed2a&scene=27#wechat_redirect,洗头洗澡刮胡子上班去…,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWtBrOs2v8AB2APnMxJKDSH56yMt3Tc5LABkHpapwkyflicDaJzNC7Eag/0?wx_fmt=jpeg,,否,2,否,,,100001,631,1448,0
2022-03-20,深圳“打工人”明天复出！坚决防止“一刀切”、层层加码,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153990&idx=1&sn=bfc7488961d7abb7331ad027eeb379e5&chksm=8c4d9ff1bb3a16e7d9b5d84a0686b69a8f84faa37baa2f59fe8fe493a52eeb48018d610f2dc2&scene=27#wechat_redirect,记得调闹钟,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWBCxgcyeUoQKS8fnLibKspt38jsBRHXyicHic2nYuF2ibkibkX7UbcRdr9iaw/0?wx_fmt=jpeg,,否,1,否,,,100001,2196,5610,0
2022-03-20,福田“滨河南”片区继续交通管制！小区仅“白名单”居民可出入,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153951&idx=1&sn=677c58b46c6f3278c5b9155681cdbd30&chksm=8c4d9f28bb3a163ee9d600622389b44daaed8fa60ec2a5c8ab221dccb470e3ee9d037e1b3fc1&scene=27#wechat_redirect,别松懈坚持核酸有序返工,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWiaur6ooXe4VrhgHAhsrSgcpb8iauptIBWegbOQHWDLib7uK6loByMNSzA/0?wx_fmt=jpeg,,否,1,否,,,100001,986,2334,0
2022-03-20,不能跳广场舞，KTV、棋牌室不开！2大热点问答来了,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153940&idx=1&sn=ce9699cd12922a23dd799eccba546dd3&chksm=8c4d9f23bb3a163547f3778d8394c0bd40d2aced8c4a6b71e4967dbf06e35cc88026bf8857bc&scene=27#wechat_redirect,返工！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWiapc6X8O6ZovTN2xEVACDQibX7OHKtfZpbicAG95oChVnzrE1NJUGJydw/0?wx_fmt=jpeg,,否,1,否,,,100001,2544,6831,0
2022-03-20,深圳公交地铁恢复，小区凭“48小时阴性”出入！福田另有通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153928&idx=1&sn=1f74cbb5067b900be4e7e7cdff93f2d4&chksm=8c4d9f3fbb3a16297d0b958eff5335a912968b84030e727582fa291ca096034f123e46f02394&scene=27#wechat_redirect,你叮到咚鸡了没？,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWyaZaXOMicSwGVfY7AWDiabXibFsIa2kkI3aGlrtYVRN86gxvXHu6Jkib0g/0?wx_fmt=jpeg,,否,1,否,,,100001,5876,16096,0
2022-03-20,3月19日深圳新增49例本土确诊病例和17例本土无症状感染者，新增20例境外输入确诊病例和26例境外输入无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153882&idx=2&sn=c6537fe16a8f77e48b9f538d4ca600d6&chksm=8c4d9f6dbb3a167be5de7d254cc36cfb3fd0ea10dff978df4a95a5a0fd39a33e5bdfa3998782&scene=27#wechat_redirect,今日春分，，万象“耕”新,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWIBPjg5Y823MibicRTibonzAuEf5Uy4YAAG4zxf6odzS6fzibrSgqZVneDQ/0?wx_fmt=jpeg,,否,2,否,,,100001,289,693,0
2022-03-20,福田一街道倡议：适当减免租金！深圳2区发5通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153882&idx=1&sn=a351ec452afea7467627ae23b2567cbb&chksm=8c4d9f6dbb3a167b4f71dbb0a42aa8093417796bfe61f9559158bdc5d2c09630961374c94204&scene=27#wechat_redirect,先替各位打工人，，感谢中国好房东,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWu6HJ5rBfso4ojbR4uTOsdj6UtKosOoeIvpEzuSh7sDVFF8v2VpIDyg/0?wx_fmt=jpeg,,否,1,否,,,100001,1402,3336,0
2022-03-20,扰乱核酸检测点秩序？一男子被拘留！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153812&idx=1&sn=f67108baa077bf222c3009f3c140f653&chksm=8c4d90a3bb3a19b555456d3d1cb8e66e2b8e89990a82208a918fe0903fda178bc0a986bf4ab3&scene=27#wechat_redirect,周日周日，，周一的倒计时,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18y3dMMbp5mqZ6F9FFSKSaIWHFGuSziaZic7CxibQwIJYYcjmicrZAyAZ0HiaNkPiaATa8Pw5X3IU5WDSwyA/0?wx_fmt=jpeg,,否,1,否,,,100001,1625,4405,0
2022-03-20,3月19日深圳在隔离观察的密接者中发现37例，在重点区域、重点人群和社区筛查中发现29例新增病例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153792&idx=1&sn=66c91afc96cc3080d2a331a6f6ee58e3&chksm=8c4d90b7bb3a19a1b303a2735f6a44dbef2775b6a0a1bd08ab12b427dd6e05d4ee2f89fd72ec&scene=27#wechat_redirect,又降了,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfOA7GiagaEibN92NkTFvrkPjc7bRUEL46KPLs1tcXd7dbGicic9KPJfaWnsA/0?wx_fmt=jpeg,,否,1,否,,,100001,3821,9771,0
2022-03-19,这座城，美得让人心动！这些人，累得让人心痛,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153758&idx=2&sn=6ba84d22fcc9afc3eb3a700fdf520b54&chksm=8c4d90e9bb3a19ffef8bf2999b74d595dca9e4cec33a0c342c054cae6877a88d930ad3be2418&scene=27#wechat_redirect,灯火依旧，街上却没了车水马龙；鲜花怒放，花前却没了佳人相拥；操场翠绿，坪前却没了喧嚣哨音。，，这一刻，这座城，静了，慢了；，这一刻，城中人，更让人坚强感动！，，天使白，志愿红，守护蓝，抹亮着城市的风景。，，等风雨经过，等我们相见，守护家园是最美画面。，，深圳，我深爱的人；深圳，深爱我的城。，，这就是深圳，一座充满爱与激情，从不言弃，值得托付的城市。这就是深圳，每一颗有梦的心，挺身而出，守望相助，向上向前。，，春天近了，我们相见的日子就不会远了！，，让我们一起穿越这暂时的困难，共同期待一个更美好的春天。，，来源：深广电娱乐中心,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfORlQ7jVY4B4MhjfILDicfAjW5GPNcRiap4B5vot13zHezVZzmVopSA2nQ/0?wx_fmt=jpeg,,否,2,否,,,100001,2747,5519,0
2022-03-19,深圳湾、福田等8口岸列为防控防范区！深圳4区发布6通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153758&idx=1&sn=ae38f8b8f9889b988a2ea780fde3929b&chksm=8c4d90e9bb3a19ff578ab39f3a80f883c3fb6850194ffa5df540090c708235ee8b8e8dd8d766&scene=27#wechat_redirect,等我说晚安？,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfO7w4ia3ibeZGW3rDd02Sp9kOjyvWibxvaBlQGRKBxtd6iaRepibicEtoT7YuA/0?wx_fmt=jpeg,,否,1,否,,,100001,1955,4616,0
2022-03-19,CT值是什么？调整后，轻症不用住院吗？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153729&idx=1&sn=910151350bcbfa2d836e6401d55522d8&chksm=8c4d90f6bb3a19e0327f60e33fdd7f3d5e700fd77600c5a7cd6f1cb999bb58135200270bc833&scene=27#wechat_redirect,仿佛看懂某种暗示,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfOoBZcSTfy4lbp6ovBm4H0UWoHgYzSiarSbkL38h0WZBPTVrSc792BBkQ/0?wx_fmt=jpeg,,否,1,否,,,100001,1127,2545,0
2022-03-19,3月18日深圳新增46例本土确诊病例和31例本土无症状感染者，新增10例境外输入确诊病例和17例境外输入无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153623&idx=2&sn=da15b98e6dd2b5c0fce327b14467bb04&chksm=8c4d9060bb3a19761b285fd51ce08ef6d3370c29f9adff13c22d84353c4efbf9cae955cf6b89&scene=27#wechat_redirect,慢下来，一样能够重新找到动力,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfOOXIkrmoQm24ic7EmlKsDb0PV4lSiaiclmVOLiattOtSlKpVp2qRl4S1T1A/0?wx_fmt=jpeg,,否,2,否,,,100001,315,681,0
2022-03-19,去医院看病一律放行！儿童新冠患者占20%，家长牢记防护3要点！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153623&idx=1&sn=bb2d23e562f585ee6ebe0a21a0f85969&chksm=8c4d9060bb3a1976225898d23b1588091a2dd39c8a4966c9e0880f9a7ce4a51c63cc45819f70&scene=27#wechat_redirect,我妈顺心，全家开心,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfOk7p4gibHCXBRfABjibJFGQccicWJxjFSgs3HI5QyE3E0ZWG0wEiaIziaU2A/0?wx_fmt=jpeg,,否,1,否,,,100001,1278,3228,0
2022-03-19,福田一街道24小时未做核酸将被赋黄码！深圳3区发布封控、解封通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153582&idx=1&sn=211d0c1bde146cbcdc34013b423d3914&chksm=8c4d9199bb3a188f37bdc4f22c20e05fb5c44211079c41c0abf67b102fc0e37e1a1141eb8874&scene=27#wechat_redirect,下楼核酸的第6天，，坚持！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18z1RpPJtQGIZMibVfNnucXfONxxa3gpKCJoicArwTcGnoWgZbYlE8K0Q75k7Q59L0NQEMfAYLQ0Lmyg/0?wx_fmt=jpeg,,否,1,否,,,100001,1443,3444,0
2022-03-19,3月18日深圳在隔离观察的密接者中发现44例，在重点区域、重点人群和社区筛查中发现33例新增病例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153551&idx=1&sn=ed9e3c6639336866cc68e60b1d5b28ba&chksm=8c4d91b8bb3a18aebf1456973371754789bc4f1fa0ab87151dc141b21ec017025452476a7707&scene=27#wechat_redirect,比昨天少！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbLib0WiaTBKXWeIozuXRazmQGhdKSUfvOPRE0w71dtVaNnOqhHx7UH7sQ/0?wx_fmt=jpeg,,否,1,否,,,100001,4176,10918,0
2022-03-18,“我小孩一个人在家！”深圳妈妈外出购物被封，求助后获“救”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153530&idx=2&sn=f6f53c8614a63c2f54e5cffa0c526b3b&chksm=8c4d91cdbb3a18db95ddf2874bfb14e57202005b4d7ecd7e5495b591449d496c2d121cbefcee&scene=27#wechat_redirect,.,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbibEMsVKYSsmYIIq0DupkFHHtNfbaGK5GKVY7tetk5WgDSricqdr76C2g/0?wx_fmt=jpeg,,否,2,否,,,100001,754,2127,0
2022-03-18,国家卫健委：发布新版诊疗方案，不意味着防控放松,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153530&idx=1&sn=66de662c1bcb23cb7025084fbe4956a3&chksm=8c4d91cdbb3a18dba6c1005afeda755275a98075defad67d39139d0aea7c911efde618731e1a&scene=27#wechat_redirect,别等了，睡吧,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdb7HFw0YVgSE2NMXjtefcZyLaJxAuaR60jPbQ2kgwwd5UibOZOOOPegbA/0?wx_fmt=jpeg,,否,1,否,,,100001,1609,3942,0
2022-03-18,“再借你健康码出去一下！”“不用，警察在门外等我们了”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153476&idx=2&sn=97c2b3b19d104bcb48642cd8a9208e84&chksm=8c4d91f3bb3a18e545c5de8cd483a530a1700b44c2e3bff4fc23c49e7ff2410dc818c17c2c52&scene=27#wechat_redirect,一个敢用，一个敢借,福田警察,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbKzQ9iadnO37nuAVDFbKEuX4AeAmGqvFpKAHibPgLGJ96IVpsqj8CrIUw/0?wx_fmt=jpeg,,否,2,否,,,100001,1126,2792,0
2022-03-18,本轮奥密克戎疫情15问，你关心的都在这里,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153476&idx=3&sn=6b5e97f3a3b1d594a13915bb32ca150c&chksm=8c4d91f3bb3a18e5065ed4bcb8c81445fbddad6e50907bba56a93d6dc4dead63317646dbc3a8&scene=27#wechat_redirect,消停会吧,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdb7oU7eTBlw8jpqBwsDKTEa6PBdyAY5S6iciaHdWGs640KlP9Crw8fojRA/0?wx_fmt=jpeg,,否,3,否,,,100001,367,835,0
2022-03-18,福田沙嘴新增封控区！深圳4区发布7通告！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153476&idx=1&sn=06d3f475a59a44eb9903c361a08b9b43&chksm=8c4d91f3bb3a18e5d1d169b79d019b42b8616b3d49d86d91e712ca772d0417fa87f266e88c23&scene=27#wechat_redirect,我真的不能再吃了,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbC6SSHr71NQexQKz4lmEoLCriaEvBMibia7syKicjljXadiasZkTzWD7Ikzw/0?wx_fmt=jpeg,,否,1,否,,,100001,1282,3073,0
2022-03-18,3月17日深圳新增69例本土确诊病例和36例本土无症状感染者，新增8例境外输入确诊病例和18例境外输入无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153436&idx=2&sn=7fe592dfe6787f15792b500d038c54ae&chksm=8c4d912bbb3a183d34fe5b706bf068b86e2a7c6be5580f583db878a8608233b0a1a6743078c1&scene=27#wechat_redirect,还是再等等,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbYl4bmfcv2r3ZvHMmbgia3scZC8dsM6WAjFsQJsPelxKFatHJ6oFABfw/0?wx_fmt=jpeg,,否,2,否,,,100001,351,740,0
2022-03-18,早餐店小哥“崩溃”留言获助，深圳人“憋得慌”可打这12条热线,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153436&idx=1&sn=644546dade17001533c44090a3f5a071&chksm=8c4d912bbb3a183d113f2ea00eda1edf7c8d37a77d60684cccd3aa2a0f8762df078ca8cb267c&scene=27#wechat_redirect,太不容易了,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbxEiaL11XJtLEBvIDW3ib6GYyf0KXGUscHVzBSAKHzEqo7msqTojOqV1Q/0?wx_fmt=jpeg,,否,1,否,,,100001,1180,3055,0
2022-03-18,深圳5区恢复运行，但不能堂食、广场舞，不能跨进剩下的6区！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153327&idx=1&sn=2a03afe978ee0830a5f32e8a81314be2&chksm=8c4d9298bb3a1b8e7994d259ee6429e9c51fb34132c769027db977d30568497e3c2eb9244de3&scene=27#wechat_redirect,这样的好消息，，给我来一打！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18yClgSxky1dCs54VtF0aicdbw3gRBqiasH52bMRMVbSFx0ibL9QYYh0T9Xz8qiamdo11CaPmOr8O7rrdw/0?wx_fmt=jpeg,,否,1,否,,,100001,1224,2951,0
2022-03-18,3月17日深圳在隔离观察的密接者中发现49例，在重点区域、重点人群和社区筛查中发现56例新增病例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153286&idx=1&sn=f68965ad6e8c44d0e9d74f055ae34e54&chksm=8c4d92b1bb3a1ba7e85b3ad1ac74be92d8e97a2eee0ad2f399631897c80d8149576f9e0be4e1&scene=27#wechat_redirect,养精蓄锐，，为返工做准备,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3VcFzq6VHBS60QFvbZpXTciaev3VVX1kCR2ZLxSrChwick7Qzho8ARwibA/0?wx_fmt=jpeg,,否,1,否,,,100001,3649,8641,0
2022-03-18,深圳辟谣西乡朴朴大面积员工感染！地铁6、8号线部分恢复,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153256&idx=1&sn=f2a96e484204cf8215212f409e45c7a8&chksm=8c4d92dfbb3a1bc966d58f2b8daf9105ad0c660738dc1490d8b66ae70f0bdd44d881cd9c8473&scene=27#wechat_redirect,宝，别等我了，，你自己早点睡,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3bibMI9BM8cicSjELpicEN1GxpJ8uU6qlpSLvTn3Y3P9gmZWQlxJ4sZrag/0?wx_fmt=jpeg,,否,1,否,,,100001,2790,7567,0
2022-03-17,明天起！盐田、坪山、光明、大鹏、深汕5区恢复运行！,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153238&idx=1&sn=2127a844de68c79244a55106f9298ea2&chksm=8c4d92e1bb3a1bf7af6cce831b6ab6427541cc8e89398a4d14efbda056ae350de2f792275836&scene=27#wechat_redirect,一点一点好起来！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3lYxia99icWxkkq6KllCJ0AclicNQxzWBBAMOZch6yMUu5kowp1TLTkkicQ/0?wx_fmt=jpeg,,否,1,否,,,100001,5018,15178,0
2022-03-17,轻型病例实行集中隔离管理！新冠肺炎诊疗方案第9版修订,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153225&idx=1&sn=29ba2a35718b52ddd8957cc7173c8f59&chksm=8c4d92febb3a1be86aee2aad6836f4c10cfe499c9009759b0bce7bf2c9751f3236b7ae663f64&scene=27#wechat_redirect,张文宏最新解读,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3m9lmwF3libC1QF33UzZvpZCVOyzqic2ibDHPvMcnl0uIcEwt9NOgicptZw/0?wx_fmt=jpeg,http://www.nhc.gov.cn/yzygj/s7653p/202203/b74ade1ba4494583805a3d2e40093d88.shtml?R0NMKk6uozOC=1647517327241,否,1,否,,,100001,1557,3682,0
2022-03-17,集体转移14天！深圳上沙塘晏村部分楼栋！小型宠物可带,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153213&idx=1&sn=eeeaeda5bca53dc592b10824ecfb08e0&chksm=8c4d920abb3a1b1cda114da69c30828cbb12472bc537ed27fcd15f0d13413ba61205c208fece&scene=27#wechat_redirect,感谢这座城市的温暖和善意,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3Qiapo5iaOXicV5J7cynVKH9pcAjaMZDOuROgH6PDDDyQd6hG0zib9v2D6Q/0?wx_fmt=jpeg,,否,1,否,,,100001,3057,8101,0
2022-03-17,不用出去测核酸了！深圳采样点全部进“小区”,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153194&idx=1&sn=2bb164a551713463d50a6b592ffbf0e2&chksm=8c4d921dbb3a1b0b6c72b8dcf2ae1c97313d88970d4fa31246d0a750dffe6ca38640535e7973&scene=27#wechat_redirect,拧成一股绳,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3LHLIHe8yL3FQzfSr0ExI7icVPH5PR8KjPDgh7IKNNGZtOZicF9Dr51iaw/0?wx_fmt=jpeg,,否,1,否,,,100001,2395,6882,0
2022-03-17,3月16日深圳新增71例本土确诊病例和20例本土无症状感染者，新增12例境外输入确诊病例和19例境外输入无症状感染者,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153193&idx=2&sn=c033d10730c7a660727360dd46b116a7&chksm=8c4d921ebb3a1b089358ac6881e07ebc6b3d683251cca0ae13e901fe25c20163e905427f09b0&scene=27#wechat_redirect,我家没断网,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia3hOdDtlPIbPqpfXTibTbtzphp2xYbHYhQG4VHKVWCztGeYGjkU33iaWXA/0?wx_fmt=jpeg,,否,2,否,,,100001,261,580,0
2022-03-17,深圳4区发布通告！中大八院恢复发热门诊！光明一培训机构被立案,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652153193&idx=1&sn=0a436cc851bfd25d668286948fab8d59&chksm=8c4d921ebb3a1b08d0d0fc5505bdd54116f2d57d7bd4b877dc37ed070eba28010d597ecb5fb2&scene=27#wechat_redirect,满城花开接力温暖,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18zfjaJBhbov4HuMhB414yia30kpNX6xpBvufsjT2XgqeZu77SgWTs8KTe5SUD1paNPXiaiaC9ENPfseA/0?wx_fmt=jpeg,,否,1,否,,,100001,797,1876,0
2022-03-17,3月16日深圳在隔离观察的密接者中发现57例，在重点区域、重点人群和社区筛查中发现34例新增病例,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652152994&idx=1&sn=658401cb25737171c384ed42c7be9e7c&chksm=8c4d93d5bb3a1ac3911cb204683660838cfb0b1d8403747e358a15849898384c5d3ba38a382b&scene=27#wechat_redirect,发财被爱，，好运常在,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18x22ic8PGNy4KOajMrpybP3vAOd2vaF3icicHLiaaDN9EBd8S0TrM6F2aTdENrJ7OlZ0cnGqAgfsgIwOA/0?wx_fmt=jpeg,,否,1,否,,,100001,4581,11656,0
2022-03-16,深圳南山、福田发布最新通告！事关解封、封控,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652152950&idx=1&sn=6e3968b9599e0da72f51d810fd08c1b7&chksm=8c4d9301bb3a1a17bfdd569f4ed306e7846df28777c93f420a572d38598f293ed4946838cac0&scene=27#wechat_redirect,谢谢“你”,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18x22ic8PGNy4KOajMrpybP3vMdmt85qdicGfsOtJf5y4NjHibZBEK7icC1ib65sGaT0RIyuQW36BYJE26Q/0?wx_fmt=jpeg,,否,1,否,,,100001,2180,5837,0
2022-03-16,“电话发你！”深圳133条疫情服务热线，每个街道都齐了,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652152937&idx=2&sn=30bacf6241c0d25b7f710cbab7cb82c8&chksm=8c4d931ebb3a1a08cf8a88d8436da05444b8bd12ba229bc7c6bc91426750410f710cbcbfd77c&scene=27#wechat_redirect,事事有回应,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18x22ic8PGNy4KOajMrpybP3vicOdicQO1RPr8EYYxR3lVib402gmhLkoZGialQfI6zicuMZcnjDD4NAexaA/0?wx_fmt=jpeg,,否,2,否,,,100001,440,1042,0
2022-03-16,家人或同事感染了新冠，该怎么办？,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652152937&idx=1&sn=a2699a74618bdd7f43716bf587025923&chksm=8c4d931ebb3a1a0826414d986353a4b82c0480da1791f61ad39e9827499941db5f700a2ce461&scene=27#wechat_redirect,节奏不能乱！,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18x22ic8PGNy4KOajMrpybP3vT3h94oUvs4lmuDxSb0a6l3vgzIF6532XX1xt0KKtSmR8BkPsMDnlxg/0?wx_fmt=jpeg,,否,1,否,,,100001,3435,8371,0
2022-03-16,龙华、坪山、光明实行交通临时管制！深圳6区发15通告,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652152910&idx=1&sn=8aa37e0824ef6d97d1ddedfec1f1fba8&chksm=8c4d9339bb3a1a2f6c1eb3228be588baa597169b07958c7ea5e10ec49f1f9d91e14213fcecbd&scene=27#wechat_redirect,要么我的头秃，要么猫的头秃,深小卫,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18x22ic8PGNy4KOajMrpybP3vicwWW05mZm7g4k0v2VibI1ujK504Gs5JodfmPlzsIj3Y4W87INBBTYWQ/0?wx_fmt=jpeg,,否,1,否,,,100001,1350,3091,0
2022-03-16,淡定别慌！宅家7天也有事做,http://mp.weixin.qq.com/s?__biz=MzIxNDA0MTExMg==&mid=2652152829&idx=2&sn=5e079d717259b84363c7858279576572&chksm=8c4d948abb3a1d9c47d66dd1b01eeebaf1e9a9c3ba2cb8389f5bb1d39453389485407d492728&scene=27#wechat_redirect,我要灭蟑螂，，我要打蚊子，，居家忙得很,,http://mmbiz.qpic.cn/mmbiz_jpg/N5niatN9B18x22ic8PGNy4KOajMrpybP3vicMIUvDxquglhmpAS2ibUNjIEytqicJdzVWaNm1A3lztIa47lIWuhofbg/0?wx_fmt=jpeg,,否,2,否,,,100001,800,2091,0
