文章日期,文章标题,文章链接,评论昵称,评论内容,评论点赞数,留言回复,留言时间,国家,省份
2022-05-23,就业难在哪？难在心,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784122&idx=1&sn=0341edf6bbdf09f4bde6481d7ed9760e&chksm=bd7d87a48a0a0eb220a1e837536d169a7c4d65c2f94bb64d1deb443f4521ea88a7523e41a1e1&scene=27#wechat_redirect,晨色阳光YX,人生要顺利，甚至逆袭，不是什么太难的事，关键要找准合适自己的道路。这句话引起我的共勉 我不笨，也肯吃苦，人也灵活，本性也纯良，实在，努力，我为什么没有成功？因为我一直没有找准适合自己的道路[难过],4,,2022-05-24 00:02:27,中国,浙江
2022-05-23,就业难在哪？难在心,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784122&idx=1&sn=0341edf6bbdf09f4bde6481d7ed9760e&chksm=bd7d87a48a0a0eb220a1e837536d169a7c4d65c2f94bb64d1deb443f4521ea88a7523e41a1e1&scene=27#wechat_redirect,Kelly_Wang ,有任何文凭，都离不开脚踏实地呐。,3,,2022-05-24 17:19:27,中国,浙江
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,💓买买提,"今天学到最重要的一句：不要浪费任何一个危机。
以后遇上点啥不顺当，正好自我教育一下：遇都遇上了，怎么能躺平挨打，赶紧趁机练练。",570,,2022-05-22 07:50:37,中国,江苏
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,呜啊,"高三，针对网课懒散说两点个人看法：
1网课懒散是个普遍现象，别人的勤奋也不一定是真的，毕竟我现在距离高考十几天，班上还是有很多人抄作业，上网课交流起来作业答案怕是只会更方便。
当然不否认真的勤奋的人在，只是希望这些人不会影响到真正在学习的人的心态。
我当时上网课，也觉得别人怎么这么厉害，这么快就把作业做完了，而且正确率这么高，后来发现都不一定是真的。而且班上人多，五个人先做语文，五个人先做数学，他们做完后把作业交了，你可能就会觉得很多人都做完了作业，而你只做了一门功课甚至没做。
2人家不好好学，你好好学，你就成功了，即使成绩没有提升也战胜了自己；人家不好好学，你也不好好学，可能一起差也看不出差距；别人好好学，你不好好学，可能底子在那里成绩也不一定差。我身边，包括自己，都有没怎么学的科目成绩很好，或者提高了，但是好好学的成绩依然平平甚至更差了这种现象。这个时候希望不要怀疑努力，学习是个细水长流的过程，特别高三初三，一方面之前的底子还是够吃一段时间的，另一方面劣势科目想要提高肯定要很多努力，不一定可以看到立竿见影的效果。此外，一次考试的成绩和试卷是否适合你，批卷老师的评分标准，运气以及心态都有关系。但是一段时间以后底子吃光了，不能每次都靠运气，成绩就不行了，细水长流的过程也总有一天会看到结果的。",373,,2022-05-22 08:05:56,中国,浙江
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,AK-47,这也是我给学生讲的，疫情在家，挑战，也是机遇~这是最好的弯道超车的时候~别人可以不学，你学，别人玩，你继续学~悄悄的努力，低调的发光~,257,,2022-05-22 07:40:54,中国,天津
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,迪迪,这真是一个好孩子，发现自己在疫情之下的心理变化并为之不安。他一定会超越局限，激发潜力，刻苦努力，赢得无限未来。,200,,2022-05-22 07:50:05,中国,辽宁
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,灵香小格Lavinia,"“忍得住，熬得了，能生存，会发展，那危机就只是别人的危险。”
连叔的话说到了我心里，作为一位35岁的老阿姨，本打算今年开始换工作，突然的疫情又按下了暂停键，但是，因为有目标，所以我不会浪费一分甚至是一秒：总结自己的长处，利用好时间，做好学习计划，把知识体系向深度挖，适度向周边拓展，切切实实把知识装到自己的脑子里；同时，做好现在的本职工作。
当你这么做的时候，一周，两周，一个月，两个月，你会发现一个崭新的自己，一个值得鼓舞的自己。
生活总有很多突然事件，重要的保持一颗坚定向上的心，朝着自己的目标前行，相信总会有柳暗花明的一天！
大家一起加油！[拳头][拳头]
",136,,2022-05-22 08:15:23,中国,宁夏
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,👼以便以谢👼,"地址上海，家中也有位天天上网课至今不知哪天返校的初三生。疫情对中考高考的孩子是个很大考验，对家长同样也是，我从焦虑变得信任，而这份信任是父母和孩子互给的，我对我家小伙说:儿子你运气极好，你十分自律，又有时间观念，自我管理性强这些都帮助了你。考上满意的高中的确重要，最重要是你要一直拥有这极好的品行，因为它会帮助你一生，好机会也必时时刻刻跟随着你。
而身为父母不给孩子压力，就是给孩子最大的帮助。

​",115,,2022-05-22 09:02:30,中国,上海
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,柚子,"危机就是危险中的机遇。
今天看了连叔这篇文章，对这句话有了更深的理解。
谢谢您！",88,,2022-05-22 08:12:41,中国,云南
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,流,初三生，为你的自我觉察和自省点赞！为你努力地自我“较量”点赞！继续加油 [强],68,,2022-05-22 08:04:18,中国,浙江
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,Amour,估计是高估了别人，以我高二疫情时候的经验，只要听课其实就已经至少是班里前五水平了，有的人都很会做样子的，不过当时我也高估了他们，然后就弯道超车了哈哈哈哈（但其实我的学习状态比在学校时差多了）。我现在都一直感谢疫情的学习，虽然高考考砸了，但是疫情学习极大提高了我的成绩下限，不然我现在还在山东卷呢哈哈哈。弟弟，加油吧[加油],66,,2022-05-22 08:17:12,中国,陕西
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,北极＆莜蓝,"自律很难，成人也很少做到自律，何况孩子。
这个孩子还是自律的，没有完成作业第二天早起做，这已经超出了很多孩子。谈一下2020年网课两个月的情况。很多孩子电脑端假装在上课，自己却在手机上玩游戏或刷剧。至于作业么，有作业帮，正确率很高，很早就提交了，有些会故意改错几个，不能全对交上来，老师会发现。即使网课期间考试，也是在网上查的，分数很高，可是网课结束回来考试就现原形，差的很离谱。跟学生谈话后才知道真实的学习情况，他们自己也知道这样学习不行，就是控制不住，离开学校和老师，还有一起学习的同学，在家就是摸鱼、放纵。他们一边焦虑一边放纵，有些学生心理出现了一些问题。回学校两个月后，有些学生才慢慢进入学习状态，有些就一直没有恢复学习状态。这网课后遗症太多了，父母和老师需要极大的耐心，慢慢陪着他们走过来。
当然这也是危险中的机遇，自我控制好了，就像连老师说的，下次你随便拿一本教材，制定计划，步步为营，慢慢就学成了。
至于早起，我也深有感触，去年10月开始晨跑，时间一下子多出很多，也不熬夜了，因为晚睡第二天起不来，也根本跑不动。一天内要完成的事情，如果安排在早上完成，完成的概率和质量都提升了，因为睡好了，精神充沛，有劲。
今天留言前，已经阅读1小时，这也是给自己定的一个任务，完成了很开心，留言是否精选已经不是那么重要了，因为我完成了两个任务——阅读和思考写做[呲牙]",65,,2022-05-22 10:11:16,中国,浙江
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,陈新颜,这篇回信一定要入选《少年问答3》，让更多的孩子，成年人看到!学到!,63,当然会。,2022-05-22 08:50:31,中国,江苏
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,Maggie,分享一下我的孩子，初一下学期一个学期都是上网课，九月份开学后考试孩子进了班上前五名（以前在十名左右）！孩子网课期间作业每天按时完成而且也是优秀作业。现在初三毕业班，每晚自已安排学习到12点，上周月考考到班上第一名！从进班第35名到这次第一名亲证了孩子超强自律精神！,54,,2022-05-22 11:13:59,中国,湖北
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,钰,"我是一名初二学生，非常赞同文中那位初三学生说的话。
现在我也在家上网课，这学期要地生中考，老师带着我们全面复习，八个学科以及越来越难的学习还有网课的缺少他律让我有点放飞自我，上课思绪飞到了九霄云外。有一次甚至在上语文课的时候玩游戏（因为我语文一直是班上数一数二的所以有点飘，我后来告诉了我母亲这件事，其实也就是看几篇文章画一会画……老师放的语文阅读在学校我也都会摸鱼），但我一直在数学和生物上不太敢放松，因为我的班主任是数学老师，她看我们非常严，我的学号又靠前（按成绩排学号，我上学期期末重排的第八），所以不敢不听课，怕回答不上来问题。
生物则是因为我是生物课代表，每天早上起来数学老师要和我们对模拟卷答案，如果我不用心做，错了一堆，那么就会让我非常难堪——生物课代表都错这么多？！（另一个生物课代表是班级第一+年级第一，我和她没多大交集，但我很佩服她，有在向她学习）
其他科我则是用我网课前的方法继续学习的，但网课效率难免下降，尤其物理（我理科在前十里不算好，数学好一点是因为班主任是数学老师）。我母亲让我把老师上课讲的题记下来，下课后再做一遍，确实感觉自己更会了一些！
网课加油，疫情加油💪还是早点线下吧",49,,2022-05-22 09:41:15,中国,辽宁
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,Billy Chen,三月底的高级笔译考试由于上海疫情耽搁了。三月初从老家回到上海继续备考，没去几次图书馆就迎来了疫情。说实话，刚回上海的时候就在想，这次考试肯定是过不了了，虽然算是辛苦准备了半年，但要考的内容比起中笔不知高了多少。疫情一来，似乎又有了可能，时间一下子多了近三个月。然而，每天宅在家里比之前在图书馆学习效率要低。即使把自律发挥到极致，也抵不了在图书馆的他律。然而，也不全然都是让人沮丧的事情，最近养成了看书的好习惯。考试过不过得了再说吧，只要自己觉得没有虚度这段时光。中笔也是考了两次才过的。[偷笑][偷笑],43,,2022-05-22 08:37:10,中国,上海
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,一只橘子🍊 .,2020年刚爆发疫情，我初三，从寒假一直到4月底都在家学习，但是那段时间是充实的。因为害怕其他同学都在家“偷偷学习”而自己落后，感觉自己是更努力的。向老师问问题和方法；虽然用平板上课但却意外地没有沉迷电子产品（大概是因为开始紧张了，而且我卸了微博），而是利用提醒事项规划每天做的事；还要备战体育中考，坚持每天在小区或居家锻炼，也是一种放松……回校后才慢慢发现原来网课期间没有很多人都这么努力，是我自己制造的“假想敌”[偷笑],35,,2022-05-22 09:21:00,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,YSL,每次连评论都没落下，这名同学说出太多初三党的实情，但你做的已非常好了，相信你一定能如愿，祝金榜题名！家里同样有初三党，发愁的很，等考完英语听说回来读给她听，希望剩下的35天她能努力冲刺，考上公办高中[拳头],33,,2022-05-22 08:26:42,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,好困啊,连叔，你好很抱歉以这种方式打扰，本想发邮件给你碍于种种原因还是直接留言了。是想请问您一个一直困扰我朋友的问题，我朋友现在在广州一个高基收费站上班，从中专毕业分配到这里到现在也有一年多了，这里的事情挺轻松的，但是学不到什么东西(我感觉)，每天三点一线，每天上下班也接触不到什么不一样的人，(因为她03年的还小我觉得，我觉得还可以学很多东西提升自己)也相当于在学校一样，这里福利也挺好的，工资也还可以，我之前和她说过让她赚钱后可以去单招再读个大专，但是她现在不想在哪里做了，她想辞职。但她中专毕业就去了哪里到现在，她辞职也不知道去哪里，去做什么工作，当然我还是推荐她可以试试单招读个大专，她说不知道学什么专业，我说那可以去学技能养活自己，学美容现在挺赚钱的感觉，美发也可以。也说过让她回家散散心，因为她自从去哪里工作已经两个年没回家过了，平时也没什么假期，很难请到假，现在那边疫情严重更难回家。她说再看看早几天她和我说的，我感觉她因为这个事情很难过不知道该怎么办，我也眼光思想有限不知道该怎么帮她分析，所以想问问连叔，连叔，她是继续留在那里还是辞职去学别的呢。[流泪][流泪],6,珍惜工作。,2022-05-22 14:17:02,中国,湖南
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,月儿弯弯,我是在家里带娃的二胎40+妈妈，也很有危机感，还要带2年娃上幼儿园后才出去工作，虽然我是技术工一般情况下还能找到工作，但娃大点都快奔五了[捂脸]！想利用周末有人帮带娃的时间出去培训班学卤菜烧烤或者小吃的技术，以防年纪大了没人请我打工的时候，好歹也能自己开个小店捣鼓一下。,31,,2022-05-22 09:39:51,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,暮日薄凉,"高三生，看完文章哭了，现在每天心态都有点崩，无疫情影响，只是自己心态不行的问题吧。看了评论区，对自己状态的了解有了一点眉目：一是急于求成，想要立竿见影的效果，数学，物理考差了就觉得这段时间学的都没用了，在心里崩溃，还没重新振作，又遇小测考砸，在心里格外贬低自己，pua自己，反复告诉自己没有成绩就是无能的，陷入严重的自我怀疑，但是，就像评论区说的，学习是细水长流的事情，一点点的努力收到的效果可能甚微；二是心态问题，我没办法静下心来潜心学习复习，受考试影响，一静下来就会想到我每次都考得一团糟的数学和物理，内心无比恐惧，行动上迈不开认真复习的步伐，迈开了又因为遇到一道难想不会做的题一面自暴自弃一面跟自己说最后关头了不要摆烂你这样上不了一本的，又崩溃了…就这样自我撕裂，学习没学到什么，就已经筋疲力尽了。
要写信向连叔求助，因为性格原因，犹豫再三，最后鼓起勇气打出文字，冗余的陈述又把我的信心消磨掉，最后删掉大片文字。写不出来，可能我的痛苦还没有到达峰值吧，那我就还有力量消化糜烂的情绪把自己从所谓深渊里拉起来。",28,,2022-05-22 09:34:51,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,安若水,发现我的朋友圈49个人关注连岳，越来越多，好开心！,28,,2022-05-22 09:30:48,中国,西藏
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,上福堂大药房,把握好每次危机，因为“危”里面含有别人看不到的“机”遇！,21,,2022-05-22 09:14:46,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,Nicole nn,连岳也开始AI画画了吗[呲牙],9,这是照片。,2022-05-22 08:45:29,中国,江苏
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,Lynn,最后一段，说得真对！,17,,2022-05-22 08:42:49,中国,上海
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,Jenny.D,祝我家自律的孩子抓住这次机会通过CPA考试。也祝来信的同学考上心仪的高中。,16,,2022-05-22 14:41:08,中国,上海
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,梦一趟旅程,身为37岁妈妈一枚，今年计划换个赛道继续努力：），戒掉自己的工作中的惯性与惰性；在还可以拼的年纪里努力不再延长线上干活，学习练就更多的本领！    内心虽忐忑不安，但步伐坚定[拳头][拳头][拳头]，在这里个自己打气：），给孩子做个坚强不屈，努力学习的榜样[拳头][拳头][拳头],16,,2022-05-22 12:18:05,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,蕾,今天震撼到的话:“只会抱怨，那危机就只是危险。忍得住，熬得了，能生存，会发展，那危机就只是别人的危险。”不管是对学习的孩子适用，对我们生活中和工作中也完全适用,16,,2022-05-22 11:45:12,中国,河北
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,生如夏花,不错。连兄。我早上的效率最高，所以今年将起床时间又提前了半个小时，5:30。今天断食。断食更重要的是为了更健康和完成我对自己的要求。[咖啡],11,,2022-05-22 12:49:20,中国,江苏
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,秋刀鱼之味,连叔，想问个有点无关的话题，也是有点自律相关吧，目前我们家正在&quot;丧心病狂&quot;攒钱中，疫情到来尤其是危机感更重，每个月除非特别必要一般不花，当然孩子想吃的喝的没有缺过他什么，学习兴趣课也正常上，去掉房贷房租，控制的是我和他爸爸开销，比如衣服化妆品休闲娱乐等等，保证每个月必须有50%以上的储存率，现在有个想法特别想做近视手术，戴眼镜戴了二十年了，眼睛周围也有点变形，问了下大概需要2万多，这有点打乱自己的储存计划，不知道该不该做呢？些许小事，纠结几天了[叹气]我怕自己这么久以来的坚持前功尽弃。,9,,2022-05-22 10:52:41,中国,山东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,木青子,首先我觉得上网课有好处，我发现娃为啥跟不上学校学习，原来上课根本不听老师讲课！通过一个月的网课，我天天跟着上课，总算让娃有一点进步。,8,,2022-05-22 17:57:53,中国,山西
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,灯火,连叔，我家有三年级9岁男娃，学习非常不自觉，他每天只是应付完学校作业，对于我要求的其他作业，复习预习，练字，总是百般抵抗，而成绩平平。他跟我说:童年只有一次，不好好玩以后就没有童年了。。。很苦恼，不知道要怎么教育他,5,,2022-05-22 17:31:53,中国,广东
2022-05-22,疫情给学习领先带来的机会,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784077&idx=1&sn=095ca8b4ed0de4f41dfc6c89436a522d&chksm=bd7d87938a0a0e852af5ac5f4ef9c597e6f71e9c3ababf11304cba574fbd99de7e3a9e26c544&scene=27#wechat_redirect,黄小柔,居家办公已经快2年了，总是拖延的不行，但也总是赶趟。在deadline 面前，真的是最专注的🤣,2,,2022-05-23 11:28:33,中国,天津
2022-05-21,可爱的少年，可爱的少年问答,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784036&idx=2&sn=4a11115955f2b35138c14f50ed044a2f&chksm=bd7d877a8a0a0e6cc38e5c4ab027a3a4d1054ee75f9970b7ce9e1a1b0b016ddf10392d8bac32&scene=27#wechat_redirect,怡然自得,去年6.1前收到小蓝，今年6.1期待小绿的到来---给小朋友节日最好的礼物，谢谢连岳老师[玫瑰],8,,2022-05-21 08:13:30,中国,广东
2022-05-21,可爱的少年，可爱的少年问答,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784036&idx=2&sn=4a11115955f2b35138c14f50ed044a2f&chksm=bd7d877a8a0a0e6cc38e5c4ab027a3a4d1054ee75f9970b7ce9e1a1b0b016ddf10392d8bac32&scene=27#wechat_redirect,静莹,家中小学五年级的女儿，去年收到《少年问答1》后爱不释手，我自己看了，也受益良多。2出版了，果断下单。,4,,2022-05-21 10:21:42,中国,广西
2022-05-21,可爱的少年，可爱的少年问答,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784036&idx=2&sn=4a11115955f2b35138c14f50ed044a2f&chksm=bd7d877a8a0a0e6cc38e5c4ab027a3a4d1054ee75f9970b7ce9e1a1b0b016ddf10392d8bac32&scene=27#wechat_redirect,周娜,去年买了三本小蓝，送给身边的朋友孩子，经常给自己七岁的孩子读一读，今年六一的礼物又安排(ღ˘⌣˘ღ),2,,2022-05-21 09:07:42,中国,安徽
2022-05-21,可爱的少年，可爱的少年问答,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784036&idx=2&sn=4a11115955f2b35138c14f50ed044a2f&chksm=bd7d877a8a0a0e6cc38e5c4ab027a3a4d1054ee75f9970b7ce9e1a1b0b016ddf10392d8bac32&scene=27#wechat_redirect,A冰雪🍬🍭贝儿,去年买了少年问答1给孩子当六一礼物，今年少年问答2刚好出来，已下单坐等到货[胜利],2,,2022-05-21 08:47:35,中国,湖北
2022-05-21,可爱的少年，可爱的少年问答,http://mp.weixin.qq.com/s?__biz=MjM5NDU0Mjk2MQ==&mid=2651784036&idx=2&sn=4a11115955f2b35138c14f50ed044a2f&chksm=bd7d877a8a0a0e6cc38e5c4ab027a3a4d1054ee75f9970b7ce9e1a1b0b016ddf10392d8bac32&scene=27#wechat_redirect,Aven,给外甥和侄儿各买了一套，小孩约10岁，希望他们6.1能收到，希望他们喜欢～,1,,2022-05-21 09:19:06,中国,江苏
